,team,week,day,date,home/away,opponent,score_team,score_opp,pass_cmp_off,pass_att_off,pass_yds_off,pass_tds_off,ints_off,sacks_off,sacks_yds_off,pass_yds_per_att,pass_net_yds_per_att,pass_cmp_prcnt,pass_qb_rate,rush_att_off,rush_yds_off,rush_yds_per_att,rush_tds_off,fg_made,fg_att,3d_made,3d_att,4d_made,4d_att,time_poss,wk,record,1st_down_off,turnover_off,1st_down_def,tot_yds_def,pass_yds_def,rush_yds_def,turnover_def,exp_off,exp_def,exp_st,spread,def_rush_att,def_rush_tds,off_rush_att,off_rush_tds,def_pass_cmp,def_pass_att,def_pass_tds,def_pass_ints,off_pass_cmp,off_pass_att,off_pass_tds,off_pass_ints,def_sacks,def_sack_yds,tm_penalty,tm_penalty_yds,opp_penalty,opp_penalty_yds
245,bengals,8,Mon,October 31,away,browns,13,32,25,35,193,2,1,5,39,6.6,4.8,71.4,91.7,10,36,3.6,0,0,1,4,10,0,1,23:15,8,4-4,15,2.0,24,440,268,172,2.0,-3.49,-15.92,-2.71,-3.0,44,3,10,0,17,23,1,1,25,35,2,1,2,10,2,6,6,56
246,texans,9,Thu,November 3,home,eagles,17,29,13,22,135,2,2,3,19,7.0,5.4,59.1,69.3,32,168,5.3,0,1,1,2,9,0,0,31:47,9,1-6-1,20,2.0,24,360,217,143,1.0,1.89,-17.84,2.38,13.5,31,2,32,0,21,27,2,0,13,22,2,2,4,26,4,24,4,31
247,eagles,9,Thu,November 3,away,texans,29,17,21,27,217,2,0,4,26,9.0,7.0,77.8,124.8,31,143,4.6,2,0,1,5,10,2,2,28:13,9,8-0,24,1.0,20,303,135,168,2.0,17.84,-1.89,-2.38,-13.5,32,0,31,2,13,22,2,2,21,27,2,0,3,19,4,31,4,24
248,jets,9,Sun,November 6,home,bills,20,17,18,25,136,1,0,2,18,6.2,5.0,72.0,98.1,34,174,5.1,1,2,2,5,13,2,2,32:44,9,6-3,21,1.0,19,317,183,134,2.0,7.64,-0.54,-2.11,11.0,22,2,34,1,18,34,0,2,18,25,1,0,5,22,3,30,3,30
249,bills,9,Sun,November 6,away,jets,17,20,18,34,183,0,2,5,22,6.0,4.7,52.9,44.1,22,134,6.1,2,1,2,8,13,0,1,27:16,9,6-2,19,2.0,21,310,136,174,1.0,0.54,-7.64,2.11,-11.0,34,1,22,2,18,25,1,0,18,34,0,2,2,18,3,30,3,30
250,lions,9,Sun,November 6,home,packers,15,9,14,26,137,2,1,0,0,5.3,5.3,53.8,78.5,31,117,3.8,0,0,0,6,11,0,2,25:18,9,2-6,19,1.0,19,389,283,106,3.0,-1.35,5.25,2.44,3.5,25,0,31,0,23,43,1,3,14,26,2,1,1,8,7,62,8,81
251,packers,9,Sun,November 6,away,lions,9,15,23,43,283,1,3,1,8,6.8,6.4,53.5,52.8,25,106,4.2,0,1,1,8,15,1,4,34:42,9,3-6,19,3.0,19,254,137,117,1.0,-5.25,1.35,-2.44,-3.5,31,0,25,0,14,26,2,1,23,43,1,3,0,0,8,81,7,62
252,commanders,9,Sun,November 6,home,vikings,17,20,15,28,126,2,1,3,23,5.3,4.1,53.6,74.4,30,137,4.6,0,1,1,3,10,0,1,30:47,9,4-5,18,1.0,17,301,245,56,1.0,-1.76,2.12,-2.55,3.0,22,0,30,0,23,41,2,1,15,28,2,1,2,17,3,26,5,42
253,vikings,9,Sun,November 6,away,commanders,20,17,23,41,245,2,1,2,17,6.4,5.7,56.1,79.8,22,56,2.5,0,2,2,7,16,0,0,29:13,9,7-1,17,1.0,18,263,126,137,1.0,-2.12,1.76,2.55,-3.0,30,0,22,0,15,28,2,1,23,41,2,1,3,23,5,42,3,26
254,falcons,9,Sun,November 6,home,chargers,17,20,12,23,114,0,0,2,15,5.6,4.6,52.2,66.2,35,201,5.7,2,1,2,5,11,0,0,31:49,9,4-5,19,2.0,19,336,245,91,2.0,1.74,-5.12,0.66,3.0,24,1,35,2,30,43,1,1,12,23,0,0,0,0,2,15,5,45
255,chargers,9,Sun,November 6,away,falcons,20,17,30,43,245,1,1,0,0,5.7,5.7,69.8,82.0,24,91,3.8,1,2,2,8,16,1,1,28:11,9,5-3,19,2.0,19,315,114,201,2.0,5.12,-1.74,-0.66,-3.0,35,2,24,1,12,23,0,0,30,43,1,1,2,15,5,45,2,15
256,bengals,9,Sun,November 6,home,panthers,42,21,25,31,223,1,0,2,5,7.4,6.8,80.6,107.4,39,241,6.2,5,0,1,6,10,0,0,39:21,9,5-4,30,,13,228,164,64,3.0,30.2,-0.37,-12.97,7.0,18,1,39,5,17,30,2,2,25,31,1,0,0,0,5,35,7,50
257,panthers,9,Sun,November 6,away,bengals,21,42,17,30,164,2,2,0,0,5.5,5.5,56.7,66.5,18,64,3.6,1,0,0,2,8,1,1,20:39,9,2-7,13,3.0,30,464,223,241,,0.37,-30.2,12.97,-7.0,39,5,18,1,25,31,1,0,17,30,2,2,2,5,7,50,5,35
258,bears,9,Sun,November 6,home,dolphins,32,35,17,28,116,3,0,2,7,4.4,3.9,60.7,105.7,40,252,6.3,1,1,1,10,16,1,2,34:46,9,3-6,23,,21,379,302,77,,17.18,-19.83,-2.01,4.0,23,1,40,1,21,30,3,0,17,28,3,0,0,0,4,92,3,38
259,dolphins,9,Sun,November 6,away,bears,35,32,21,30,302,3,0,0,0,10.1,10.1,70.0,135.7,23,77,3.3,1,0,1,5,10,0,2,25:14,9,6-3,21,,23,368,116,252,,19.83,-17.18,2.01,-4.0,40,1,23,1,17,28,3,0,21,30,3,0,2,7,3,38,4,92
260,patriots,9,Sun,November 6,home,colts,26,3,20,30,133,1,0,4,14,4.9,3.9,66.7,87.2,28,70,2.5,0,4,4,6,17,0,0,31:06,9,5-4,11,1.0,8,121,43,78,1.0,-9.55,31.93,-1.05,5.0,22,0,28,0,15,29,0,1,20,30,1,0,9,60,4,35,2,15
261,colts,9,Sun,November 6,away,patriots,3,26,15,29,43,0,1,9,60,3.6,1.1,51.7,43.3,22,78,3.5,0,1,2,0,14,0,2,28:54,9,3-5-1,8,1.0,11,203,133,70,1.0,-31.93,9.55,1.05,-5.0,28,0,22,0,20,30,1,0,15,29,0,1,4,14,2,15,4,35
262,jaguars,9,Sun,November 6,home,raiders,27,20,25,31,235,1,0,0,0,7.6,7.6,80.6,109.0,37,168,4.5,2,2,3,9,15,0,0,32:25,9,3-6,22,1.0,16,321,248,73,1.0,13.11,0.43,-2.69,2.5,19,0,37,2,21,36,2,0,25,31,1,0,2,11,4,30,5,45
263,raiders,9,Sun,November 6,away,jaguars,20,27,21,36,248,2,0,2,11,7.2,6.5,58.3,97.9,19,73,3.8,0,2,2,3,12,1,3,27:35,9,2-6,16,1.0,22,403,235,168,1.0,-0.43,-13.11,2.69,-2.5,37,2,19,0,25,31,1,0,21,36,2,0,0,0,5,45,4,30
264,cardinals,9,Sun,November 6,home,seahawks,21,31,25,35,140,2,0,5,35,5.0,3.5,71.4,97.3,21,122,5.8,0,0,0,6,14,0,2,25:29,9,3-6,15,1.0,27,421,263,158,1.0,-5.02,-10.67,-0.9,2.0,34,2,21,0,26,34,2,1,25,35,2,0,2,12,12,77,6,34
265,seahawks,9,Sun,November 6,away,cardinals,31,21,26,34,263,2,1,2,12,8.1,7.3,76.5,105.4,34,158,4.6,2,1,1,10,15,0,1,34:31,9,6-3,27,1.0,15,262,140,122,1.0,10.67,5.02,0.9,-2.0,21,0,34,2,25,35,2,0,26,34,2,1,5,35,6,34,12,77
266,buccaneers,9,Sun,November 6,home,rams,16,13,36,58,272,1,0,1,8,4.8,4.6,62.1,79.1,20,51,2.6,0,3,4,9,21,0,2,31:16,9,4-5,18,,9,206,138,68,,-8.87,10.99,1.37,3.0,24,0,20,0,13,27,1,0,36,58,1,0,4,27,7,55,4,53
267,rams,9,Sun,November 6,away,buccaneers,13,16,13,27,138,1,0,4,27,6.1,4.5,48.1,75.8,24,68,2.8,0,2,2,4,15,0,0,28:44,9,3-5,9,,18,323,272,51,,-10.99,8.87,-1.37,-3.0,20,0,24,0,36,58,1,0,13,27,1,0,1,8,4,53,7,55
268,chiefs,9,Sun,November 6,home,titans,20,17,43,68,422,1,1,4,24,6.6,5.9,63.2,79.4,19,77,4.1,1,2,3,8,19,2,2,41:28,9,6-2,29,1.0,9,229,57,172,,5.59,3.85,-5.59,12.5,29,2,19,1,5,16,0,0,43,68,1,1,3,23,10,69,8,51
269,titans,9,Sun,November 6,away,chiefs,17,20,5,16,57,0,0,3,23,5.0,3.0,31.3,43.0,29,172,5.9,2,1,1,1,11,0,1,26:23,9,5-3,9,,29,499,422,77,1.0,-3.85,-5.59,5.59,-12.5,19,1,29,2,43,68,1,1,5,16,0,0,4,24,8,51,10,69
270,saints,9,Mon,November 7,home,ravens,13,27,20,30,195,1,1,4,28,7.4,5.7,66.7,81.9,15,48,3.2,0,2,2,3,11,1,1,22:13,9,3-6,13,1.0,23,319,131,188,,-3.99,-11.91,1.6,1.5,40,2,15,0,12,22,1,0,20,30,1,1,3,2,5,40,5,31
271,ravens,9,Mon,November 7,away,saints,27,13,12,22,131,1,0,3,2,6.0,5.2,54.5,87.5,40,188,4.7,2,2,2,9,15,0,0,37:47,9,6-3,23,,13,243,195,48,1.0,11.91,3.99,-1.6,-1.5,15,0,40,2,20,30,1,1,12,22,1,0,4,28,5,31,5,40
272,panthers,10,Thu,November 10,home,falcons,25,15,10,16,101,0,0,1,7,6.8,5.9,62.5,80.5,47,232,4.9,2,4,4,6,15,0,0,34:12,10,3-7,18,,20,291,153,138,1.0,2.11,6.14,0.94,2.5,25,0,47,2,19,30,2,1,10,16,0,0,5,33,10,89,4,37
273,falcons,10,Thu,November 10,away,panthers,15,25,19,30,153,2,1,5,33,6.2,4.4,63.3,84.4,25,138,5.5,0,1,1,3,11,0,2,25:48,10,4-6,20,1.0,18,333,101,232,,-6.14,-2.11,-0.94,-2.5,47,2,25,0,10,16,0,0,19,30,2,1,1,7,4,37,10,89
274,buccaneers,10,Sun,November 13,home,seahawks,21,16,22,30,258,2,2,0,0,8.6,8.6,73.3,93.5,44,161,3.7,1,0,1,10,15,0,0,36:55,10,5-5,26,2.0,19,283,244,39,1.0,13.2,0.15,-7.78,2.5,14,0,44,1,23,33,2,0,22,30,2,2,3,31,4,40,6,46
275,seahawks,10,Sun,November 13,away,buccaneers,16,21,23,33,244,2,0,3,31,8.3,6.8,69.7,111.2,14,39,2.8,0,1,1,1,9,2,2,23:05,10,6-4,19,1.0,26,419,258,161,2.0,-0.15,-13.2,7.78,-2.5,44,1,14,0,22,30,2,2,23,33,2,0,0,0,6,46,4,40
276,bills,10,Sun,November 13,home,vikings,30,33,29,43,311,1,2,2,19,7.7,6.9,67.4,76.8,27,175,6.5,2,3,3,7,13,0,1,33:46,10,6-3,29,4.0,24,481,334,147,2.0,1.45,-4.8,-0.39,6.5,25,2,27,2,30,50,1,2,29,43,1,2,4,23,7,64,7,64
277,vikings,10,Sun,November 13,away,bills,33,30,30,50,334,1,2,4,23,7.1,6.2,60.0,69.9,25,147,5.9,2,2,2,7,17,3,5,35:02,10,8-1,24,2.0,29,486,311,175,4.0,4.8,-1.45,0.39,-6.5,27,2,25,2,29,43,1,2,30,50,1,2,2,19,7,64,7,64
278,dolphins,10,Sun,November 13,home,browns,39,17,26,33,296,3,0,1,6,9.2,8.7,78.8,134.3,33,195,5.9,2,2,2,6,11,1,2,33:14,10,7-3,29,,20,297,185,112,1.0,28.5,1.04,-4.93,3.5,24,1,33,2,22,35,1,0,26,33,3,0,3,27,5,43,6,52
279,browns,10,Sun,November 13,away,dolphins,17,39,22,35,185,1,0,3,27,6.1,4.9,62.9,86.0,24,112,4.7,1,1,1,5,12,2,5,26:46,10,3-6,20,1.0,29,491,296,195,,-1.04,-28.5,4.93,-3.5,33,2,24,1,26,33,3,0,22,35,1,0,1,6,6,52,5,43
280,titans,10,Sun,November 13,home,broncos,17,10,19,36,244,2,0,1,11,7.1,6.6,52.8,92.8,23,63,2.7,0,1,1,6,16,0,0,26:03,10,6-3,14,1.0,18,313,248,65,1.0,-3.15,5.39,4.06,2.5,25,0,23,0,21,42,1,1,19,36,2,0,6,38,9,60,8,50
281,broncos,10,Sun,November 13,away,titans,10,17,21,42,248,1,1,6,38,6.8,5.2,50.0,66.4,25,65,2.6,0,1,1,4,17,2,3,33:57,10,3-6,18,1.0,14,307,244,63,1.0,-5.39,3.15,-4.06,-2.5,23,0,25,0,19,36,2,0,21,42,1,1,1,11,8,50,9,60
282,giants,10,Sun,November 13,home,texans,24,16,13,17,176,2,0,3,21,11.6,8.8,76.5,148.2,47,191,4.1,1,1,1,7,14,0,0,33:20,10,7-2,19,,22,387,286,101,2.0,10.29,-0.4,-0.41,4.5,19,0,47,1,22,37,1,1,13,17,2,0,4,33,5,24,7,40
283,texans,10,Sun,November 13,away,giants,16,24,22,37,286,1,1,4,33,8.6,7.0,59.5,81.6,19,101,5.3,0,3,3,3,10,0,0,26:40,10,1-7-1,22,2.0,19,367,176,191,,0.4,-10.29,0.41,-4.5,47,1,19,0,13,17,2,0,22,37,1,1,3,21,7,40,5,24
284,bears,10,Sun,November 13,home,lions,30,31,12,20,150,2,1,3,17,8.4,6.5,60.0,95.8,35,258,7.4,2,1,1,6,11,0,1,29:12,10,3-7,19,1.0,25,323,228,95,,9.38,-13.55,-2.09,2.5,31,2,35,2,19,26,1,0,12,20,2,1,2,8,9,86,2,15
285,lions,10,Sun,November 13,away,bears,31,30,19,26,228,1,0,2,8,9.1,8.1,73.1,112.3,31,95,3.1,2,1,1,5,11,1,1,30:48,10,3-6,25,,19,408,150,258,1.0,13.55,-9.38,2.09,-2.5,35,2,31,2,12,20,2,1,19,26,1,0,3,17,2,15,9,86
286,chiefs,10,Sun,November 13,home,jaguars,27,17,26,35,331,4,1,0,0,9.5,9.5,74.3,129.6,27,155,5.7,0,0,0,7,10,1,1,30:32,10,7-2,26,3.0,17,315,240,75,,23.27,-3.86,-7.32,9.0,16,0,27,0,29,40,2,0,26,35,4,1,5,19,0,0,5,30
287,jaguars,10,Sun,November 13,away,chiefs,17,27,29,40,240,2,0,5,19,6.5,5.3,72.5,104.2,16,75,4.7,0,1,3,4,14,2,2,29:28,10,3-7,17,,26,486,331,155,3.0,3.86,-23.27,7.32,-9.0,27,0,16,0,26,35,4,1,29,40,2,0,0,0,5,30,0,0
288,steelers,10,Sun,November 13,home,saints,20,10,18,30,162,0,0,6,37,6.6,4.5,60.0,74.6,43,217,5.0,2,2,4,9,17,1,1,38:56,10,3-6,28,,10,186,157,29,2.0,13.42,10.6,-11.01,1.0,15,0,43,2,17,28,1,2,18,30,0,0,2,17,3,40,10,74
289,saints,10,Sun,November 13,away,steelers,10,20,17,28,157,1,2,2,17,6.2,5.2,60.7,58.2,15,29,1.9,0,1,1,3,12,0,1,21:04,10,3-7,10,2.0,28,379,162,217,,-10.6,-13.42,11.01,-1.0,43,2,15,0,18,30,0,0,17,28,1,2,6,37,10,74,3,40
290,raiders,10,Sun,November 13,home,colts,20,25,24,38,232,2,0,2,16,6.5,5.8,63.2,97.7,24,77,3.2,1,0,0,5,13,1,3,30:59,10,2-7,18,,20,415,208,207,1.0,-0.17,-10.87,8.65,4.0,30,2,24,1,21,28,1,0,24,38,2,0,1,14,10,74,4,25
291,colts,10,Sun,November 13,away,raiders,25,20,21,28,208,1,0,1,14,7.9,7.2,75.0,107.4,30,207,6.9,2,2,3,6,11,0,0,29:01,10,4-5-1,20,1.0,18,309,232,77,,10.87,0.17,-8.65,-4.0,24,1,30,2,24,38,2,0,21,28,1,0,2,16,4,25,10,74
292,packers,10,Sun,November 13,home,cowboys,31,28,14,20,208,3,0,2,16,11.2,9.5,70.0,143.3,39,207,5.3,1,1,2,6,13,1,1,35:55,10,4-6,20,2.0,24,421,262,159,2.0,17.21,-2.81,-10.13,4.0,31,1,39,1,27,46,3,2,14,20,3,0,2,3,6,40,9,83
293,cowboys,10,Sun,November 13,away,packers,28,31,27,46,262,3,2,2,3,5.8,5.5,58.7,78.4,31,159,5.1,1,0,0,5,15,2,3,30:59,10,6-3,24,2.0,20,415,208,207,2.0,2.81,-17.21,10.13,-4.0,39,1,31,1,14,20,3,0,27,46,3,2,2,16,9,83,6,40
294,rams,10,Sun,November 13,home,cardinals,17,27,25,37,190,1,1,3,19,5.6,4.8,67.6,77.5,20,66,3.3,1,1,1,3,11,2,2,27:59,10,3-6,18,2.0,18,298,220,78,,-5.36,-5.83,0.48,2.5,26,2,20,1,26,37,1,0,25,37,1,1,2,18,5,29,10,67
295,cardinals,10,Sun,November 13,away,rams,27,17,26,37,220,1,0,2,18,6.4,5.6,70.3,94.4,26,78,3.0,2,2,2,5,15,3,3,32:01,10,4-6,18,,18,256,190,66,2.0,5.83,5.36,-0.48,-2.5,20,1,26,2,25,37,1,1,26,37,1,0,3,19,10,67,5,29
296,49ers,10,Sun,November 13,home,chargers,22,16,19,28,230,0,0,1,10,8.6,7.9,67.9,92.9,41,157,3.8,2,3,3,9,17,1,1,36:59,10,5-4,22,1.0,12,238,187,51,1.0,6.2,7.29,-5.38,7.5,16,0,41,2,21,37,1,1,19,28,0,0,3,9,5,52,1,5
297,chargers,10,Sun,November 13,away,49ers,16,22,21,37,187,1,1,3,9,5.3,4.7,56.8,68.2,16,51,3.2,0,3,3,6,16,0,1,23:01,10,5-4,12,1.0,22,387,230,157,1.0,-7.29,-6.2,5.38,-7.5,41,2,16,0,19,28,0,0,21,37,1,1,1,10,1,5,5,52
298,eagles,10,Mon,November 14,home,commanders,21,32,17,26,170,2,1,1,5,6.7,6.3,65.4,93.4,20,94,4.7,1,0,0,5,8,0,0,19:36,10,8-1,18,4.0,25,330,178,152,2.0,-1.89,-4.13,-5.98,10.5,49,2,20,1,17,29,0,1,17,26,2,1,3,33,7,75,5,58
299,commanders,10,Mon,November 14,away,eagles,32,21,17,29,178,0,1,3,33,7.3,5.6,58.6,62.1,49,152,3.1,2,4,4,12,21,1,1,40:24,10,5-5,25,2.0,18,264,170,94,4.0,4.13,1.89,5.98,-10.5,20,1,49,2,17,26,2,1,17,29,0,1,1,5,5,58,7,75
300,packers,11,Thu,November 17,home,titans,17,27,24,39,215,2,0,1,12,5.8,5.4,61.5,93.4,19,56,2.9,0,1,1,7,14,0,2,27:32,11,4-7,15,,21,408,320,88,1.0,-0.61,-15.39,2.77,3.0,32,1,19,0,24,29,3,1,24,39,2,0,3,17,5,40,2,19
301,titans,11,Thu,November 17,away,packers,27,17,24,29,320,3,1,3,17,11.6,10.0,82.8,132.8,32,88,2.8,1,0,0,7,13,1,2,32:28,11,7-3,21,1.0,15,271,215,56,,15.39,0.61,-2.77,-3.0,19,0,32,1,24,39,2,0,24,29,3,1,1,12,2,19,5,40
302,bills,11,Sun,November 20,home,browns,31,23,18,27,186,1,0,2,11,7.3,6.4,66.7,98.7,33,171,5.2,1,6,6,3,11,0,0,28:38,11,7-3,22,,27,396,316,80,1.0,6.0,-10.86,13.72,7.5,26,0,33,1,28,41,3,0,18,27,1,0,1,8,8,89,6,42
303,browns,11,Sun,November 20,away,bills,23,31,28,41,316,3,0,1,8,7.9,7.5,68.3,115.5,26,80,3.1,0,1,2,4,11,1,2,31:22,11,3-7,27,1.0,22,357,186,171,,10.86,-6.0,-13.72,-7.5,33,1,26,0,18,27,1,0,28,41,3,0,2,11,6,42,8,89
304,giants,11,Sun,November 20,home,lions,18,31,27,44,324,1,2,2,17,7.8,7.0,61.4,72.5,26,89,3.4,2,0,0,5,13,2,3,28:12,11,7-3,25,3.0,23,325,165,160,,0.64,-9.36,-7.69,3.0,37,4,26,2,17,26,0,0,27,44,1,2,0,0,8,63,5,45
305,lions,11,Sun,November 20,away,giants,31,18,17,26,165,0,0,0,0,6.3,6.3,65.4,83.0,37,160,4.3,4,1,1,6,13,0,0,31:48,11,4-6,23,,25,413,324,89,3.0,9.36,-0.64,7.69,-3.0,26,2,37,4,27,44,1,2,17,26,0,0,2,17,5,45,8,63
306,texans,11,Sun,November 20,home,commanders,10,23,19,33,127,0,2,5,42,5.1,3.3,57.6,40.8,16,21,1.3,1,1,1,2,13,4,4,25:04,11,1-8-1,11,2.0,20,344,191,153,,-15.79,-4.31,2.12,3.0,40,1,16,1,15,27,0,0,19,33,0,2,0,0,2,15,5,36
307,commanders,11,Sun,November 20,away,texans,23,10,15,27,191,0,0,0,0,7.1,7.1,55.6,77.9,40,153,3.8,1,3,3,3,13,2,2,34:56,11,6-5,20,,11,148,127,21,2.0,4.31,15.79,-2.12,-3.0,16,1,40,1,19,33,0,2,15,27,0,0,5,42,5,36,2,15
308,patriots,11,Sun,November 20,home,jets,10,3,23,27,198,0,0,6,48,9.1,6.0,85.2,97.2,26,99,3.8,0,1,3,4,15,0,1,35:30,11,6-4,13,,6,103,44,59,,-9.78,18.64,-5.4,3.5,23,0,26,0,9,22,0,0,23,27,0,0,4,33,8,55,3,15
309,jets,11,Sun,November 20,away,patriots,3,10,9,22,44,0,0,4,33,3.5,1.7,40.9,48.7,23,59,2.6,0,1,1,3,14,0,0,24:30,11,6-4,6,,13,297,198,99,,-18.64,9.78,5.4,-3.5,26,0,23,0,23,27,0,0,9,22,0,0,6,48,3,15,8,55
310,falcons,11,Sun,November 20,home,bears,27,24,13,20,131,1,0,0,0,6.6,6.6,65.0,100.2,33,149,4.5,1,2,2,2,9,1,1,24:50,11,5-6,18,2.0,20,288,128,160,1.0,4.06,-3.91,5.42,2.5,41,2,33,1,14,21,1,1,13,20,1,0,4,25,2,13,7,56
311,bears,11,Sun,November 20,away,falcons,24,27,14,21,128,1,1,4,25,7.3,5.1,66.7,79.1,41,160,3.9,2,1,2,9,16,0,0,35:10,11,3-8,20,1.0,18,280,131,149,2.0,3.91,-4.06,-5.42,-2.5,33,1,41,2,13,20,1,0,14,21,1,1,0,0,7,56,2,13
312,ravens,11,Sun,November 20,home,panthers,13,3,24,33,193,0,1,3,16,6.3,5.4,72.7,74.4,30,115,3.8,1,2,2,6,15,0,0,33:14,11,7-3,19,1.0,13,205,169,36,3.0,-5.63,20.39,-3.58,13.0,17,0,30,1,21,33,0,2,24,33,0,1,4,27,10,93,9,66
313,panthers,11,Sun,November 20,away,ravens,3,13,21,33,169,0,2,4,27,5.9,4.6,63.6,51.2,17,36,2.1,0,1,1,3,12,0,1,26:46,11,3-8,13,3.0,19,308,193,115,1.0,-20.39,5.63,3.58,-13.0,30,1,17,0,24,33,0,1,21,33,0,2,3,16,9,66,10,93
314,colts,11,Sun,November 20,home,eagles,16,17,23,32,185,0,0,4,28,6.7,5.1,71.9,86.1,26,99,3.8,1,3,4,5,15,0,1,30:38,11,4-6-1,14,1.0,18,314,173,141,2.0,-9.33,3.73,1.97,6.5,33,1,26,1,18,25,1,0,23,32,0,0,3,17,8,90,7,55
315,eagles,11,Sun,November 20,away,colts,17,16,18,25,173,1,0,3,17,7.6,6.2,72.0,104.2,33,141,4.3,1,1,1,5,12,1,2,29:22,11,9-1,18,2.0,14,284,185,99,1.0,-3.73,9.33,-1.97,-6.5,26,1,33,1,23,32,0,0,18,25,1,0,4,28,7,55,8,90
316,saints,11,Sun,November 20,home,rams,27,20,22,28,235,3,0,4,39,9.8,7.3,78.6,137.4,24,88,3.7,0,2,2,4,11,0,0,31:07,11,4-7,19,,17,336,188,148,,8.99,-3.06,2.98,2.5,30,0,24,0,16,28,2,0,22,28,3,0,4,35,2,15,6,55
317,rams,11,Sun,November 20,away,saints,20,27,16,28,188,2,0,4,35,8.0,5.9,57.1,101.5,30,148,4.9,0,2,2,5,14,1,2,28:53,11,3-7,17,,19,323,235,88,,3.06,-8.99,-2.98,-2.5,24,0,30,0,22,28,3,0,16,28,2,0,4,39,6,55,2,15
318,broncos,11,Sun,November 20,home,raiders,16,22,24,31,226,0,0,3,21,8.0,6.6,77.4,97.0,28,94,3.4,1,3,4,3,12,0,0,28:57,11,3-7,19,,20,407,298,109,,4.11,-5.95,-4.44,2.5,24,0,28,1,23,37,2,0,24,31,0,0,1,9,5,45,9,98
319,raiders,11,Sun,November 20,away,broncos,22,16,23,37,298,2,0,1,9,8.3,7.8,62.2,105.5,24,109,4.5,0,3,4,3,11,0,0,32:39,11,3-7,20,,19,320,226,94,,5.95,-4.11,4.44,-2.5,28,1,24,0,24,31,0,0,23,37,2,0,3,21,9,98,5,45
320,steelers,11,Sun,November 20,home,bengals,30,37,25,42,249,1,0,2,16,6.3,5.7,59.5,84.3,24,102,4.3,2,3,3,8,17,0,1,28:24,11,3-7,17,,22,408,346,62,2.0,3.17,-9.45,-2.27,3.5,24,0,24,2,24,39,4,2,25,42,1,0,2,9,8,70,6,44
321,bengals,11,Sun,November 20,away,steelers,37,30,24,39,346,4,2,2,9,9.1,8.4,61.5,103.2,24,62,2.6,0,3,3,3,9,0,0,31:36,11,6-4,22,2.0,17,351,249,102,,9.45,-3.17,2.27,-3.5,24,2,24,0,25,42,1,0,24,39,4,2,2,16,6,44,8,70
322,vikings,11,Sun,November 20,home,cowboys,3,40,17,30,110,0,0,7,49,5.3,3.0,56.7,64.6,17,73,4.3,0,1,1,1,11,0,0,22:36,11,8-2,16,1.0,23,458,307,151,,-14.35,-24.31,0.94,1.5,40,2,17,0,26,30,2,0,17,30,0,0,0,0,7,59,6,39
323,cowboys,11,Sun,November 20,away,vikings,40,3,26,30,307,2,0,0,0,10.2,10.2,86.7,131.5,40,151,3.8,2,4,4,12,17,0,0,37:24,11,7-3,23,,16,183,110,73,1.0,24.31,14.35,-0.94,-1.5,17,0,40,2,17,30,0,0,26,30,2,0,7,49,6,39,7,59
324,chargers,11,Sun,November 20,home,chiefs,27,30,23,30,250,2,1,5,30,9.3,7.1,76.7,109.0,30,115,3.8,1,2,2,8,14,0,0,32:19,11,5-5,22,2.0,23,485,322,163,1.0,8.61,-19.64,2.61,5.0,27,0,30,1,20,34,3,0,23,30,2,1,1,7,4,25,4,54
325,chiefs,11,Sun,November 20,away,chargers,30,27,20,34,322,3,0,1,7,9.7,9.2,58.8,120.0,27,163,6.0,0,3,3,5,10,0,0,27:41,11,8-2,23,1.0,22,365,250,115,2.0,19.64,-8.61,-2.61,-5.0,30,1,27,0,23,30,2,1,20,34,3,0,5,30,4,54,4,25
326,cardinals,11,Mon,November 21,home,49ers,10,38,30,44,247,0,2,3,30,6.3,5.3,68.2,63.4,24,67,2.8,1,1,1,8,16,0,2,30:51,11,4-7,19,2.0,21,387,228,159,,-9.44,-20.26,1.43,8.0,28,1,24,1,20,29,4,0,30,44,0,2,0,0,5,50,3,30
327,49ers,11,Mon,November 21,away,cardinals,38,10,20,29,228,4,0,0,0,7.9,7.9,69.0,131.9,28,159,5.7,1,1,1,6,11,0,0,29:09,11,6-4,21,,19,314,247,67,2.0,20.26,9.44,-1.43,-8.0,24,1,28,1,30,44,0,2,20,29,4,0,3,30,3,30,5,50
328,lions,12,Thu,November 24,home,bills,25,28,23,37,230,2,0,2,10,6.5,5.9,62.2,97.8,28,96,3.4,1,1,2,6,15,3,3,28:34,12,4-7,22,2.0,28,401,237,164,1.0,12.71,-16.07,3.07,9.5,29,1,28,1,24,42,2,1,23,37,2,0,3,16,3,32,5,36
329,bills,12,Thu,November 24,away,lions,28,25,24,42,237,2,1,3,16,6.0,5.3,57.1,79.2,29,164,5.7,1,2,2,7,12,0,0,31:26,12,8-3,28,1.0,22,326,230,96,2.0,16.07,-12.71,-3.07,-9.5,28,1,29,1,23,37,2,0,24,42,2,1,2,10,5,36,3,32
330,cowboys,12,Thu,November 24,home,giants,28,20,21,30,261,2,2,0,0,8.7,8.7,70.0,91.1,39,169,4.3,2,0,1,7,11,0,1,34:09,12,8-3,26,2.0,21,300,210,90,,16.03,-0.13,-6.25,10.0,21,1,39,2,21,35,1,0,21,30,2,2,3,18,13,86,7,66
